star_name,star_alternate_names
Kepler-1652,"KIC 11768142, 2MASS J19372786+4954542, KOI-2626"
Kepler-1653,"2MASS J19454986+4115576, KIC 5977470, KOI-4550, WISE J194549.84+411557.6"
Kepler-1654,"2MASS J18484459+4426041, KIC 8410697, WISE J184844.57+442604.1"
Kepler-1655,"2MASS J19064546+3912428, KIC 4141376, KOI-280, WISE J190645.48+391243.3"
Kepler-1656,"KOI-367, KIC-4815520, 2MASS J18575331+3954425, KIC 4815520, WISE J185753.33+395442.7"
Kepler-1658,"2MASS J19372557+3856505, KIC 3861595, KOI-4, TYC 3135-652-1, WISE J193725.57+385650.4"
Kepler-165,"2MASS J18424584+4748350, KIC 10577994, KOI-475, WISE J184245.82+474834.9"
Kepler-1660 (AB),
Kepler-1661 (AB),KOI-3152
Kepler-1663,"2MASS J19213636+4849213, KIC 11187837, KOI-252, WISE J192136.36+484921.7"
Kepler-1664,"11394027, 2MASS J19072463+4915420, KIC 11394027, KOI-349, WISE J190724.63+491541.8"
Kepler-1665,"5786676, 2MASS J19213508+4102242, KIC 5786676, KOI-650, WISE J192135.06+410223.8"
Kepler-1666,"9605514, 2MASS J19514837+4615529, KIC 9605514, KOI-945"
Kepler-1667,"10713616, 2MASS J18540790+4805393, KIC 10713616, KOI-1311, WISE J185407.90+480539.6"
Kepler-1668,"9480310, 2MASS J19492455+4605453, KIC 9480310, KOI-1470"
Kepler-1669,"4770365, 2MASS J19494329+3950522, KIC 4770365, KOI-1475, WISE J194943.27+395052.2"
Kepler-166,"2MASS J19323844+4852522, KIC 11192998, KOI-481, WISE J193238.42+485252.3"
Kepler-1670,"7522911, 2MASS J19211836+4307186, KIC 7522911, KOI-1705, WISE J192118.36+430718.1"
Kepler-1671,"4365645, 2MASS J19265960+3926487, KIC 4365645, KOI-1738, WISE J192659.61+392648.5"
Kepler-1672,"5124667, 2MASS J19514564+4016430, KIC 5124667, KOI-1822, WISE J195145.63+401642.9"
Kepler-1673,"11126381, 2MASS J19024010+4843104, KIC 11126381, KOI-1863, WISE J190240.11+484310.5"
Kepler-1674,"9030537, 2MASS J19391586+4518220, KIC 9030537, KOI-1892, WISE J193915.85+451821.8"
Kepler-1675,"5770074, 2MASS J18551428+4102284, KIC 5770074, KOI-1928, WISE J185514.28+410228.5"
Kepler-1676,"7810483, 2MASS J19085682+4334019, KIC 7810483, KOI-1943, WISE J190856.82+433401.9"
Kepler-1677,"10094670, 2MASS J19535839+4700469, KIC 10094670, KOI-1984, WISE J195358.38+470046.9"
Kepler-1678,"3239671, 2MASS J19302199+3823587, KIC 3239671, KOI-2066, WISE J193021.99+382358.7"
Kepler-1679,"12017109, 2MASS J19353613+5025373, KIC 12017109, KOI-2106, WISE J193536.15+502537.3"
Kepler-167,"2MASS J19303802+3820434, KIC 3239945, KOI-490, Kepler-167 A, WISE J193038.04+382043.8"
Kepler-1680,"4857213, 2MASS J19481791+3956018, KIC 4857213, KOI-2120, WISE J194817.91+395601.9"
Kepler-1681,"9661979, 2MASS J19464734+4622181, KIC 9661979, KOI-2132, WISE J194647.33+462218.0"
Kepler-1682,"4473226, 2MASS J19355605+3934223, KIC 4473226, KOI-2229"
Kepler-1683,"8321314, 2MASS J19534802+4417024, KIC 8321314, KOI-2293, WISE J195348.02+441702.4"
Kepler-1684,"9654468, 2MASS J19360129+4618383, KIC 9654468, KOI-2417, WISE J193601.29+461838.4"
Kepler-1685,"8110767, 2MASS J19444518+4356126, KIC 8110767, KOI-2504, WISE J194445.20+435612.6"
Kepler-1686,"6605493, 2MASS J19262561+4202093, KIC 6605493, KOI-2559, WISE J192625.60+420209.6"
Kepler-1687,"12156347, 2MASS J19185826+5047133, KIC 12156347, KOI-2588, WISE J191858.27+504713.4"
Kepler-1688,"5953297, 2MASS J19181271+4117522, KIC 5953297, KOI-2733, WISE J191812.71+411752.2"
Kepler-1689,"3545135, 2MASS J19261781+3839214, KIC 3545135, KOI-2755, WISE J192617.80+383921.3"
Kepler-168,"2MASS J19385044+3949303, KIC 4757437, KOI-497, WISE J193850.40+394930.4"
Kepler-1690,"6432345, 2MASS J19123760+4152406, KIC 6432345, KOI-2757, WISE J191237.60+415240.2"
Kepler-1691,"5775129, 2MASS J19050106+4101187, KIC 5775129, KOI-2802, WISE J190501.05+410118.6"
Kepler-1692,"10064256, 2MASS J19074183+4703134, KIC 10064256, KOI-2849, WISE J190741.78+470313.4"
Kepler-1693,"10793172, 2MASS J19204838+4811089, KIC 10793172, KOI-2871, WISE J192048.37+481108.8"
Kepler-1694,"5106313, 2MASS J19351045+4014273, KIC 5106313, KOI-2878, WISE J193510.46+401427.5"
Kepler-1695,"9714550, 2MASS J19342862+4624480, KIC 9714550, KOI-3048, WISE J193428.63+462448.0"
Kepler-1696,"6619815, 2MASS J19421825+4201241, KIC 6619815, KOI-3361"
Kepler-1697,"7742408, 2MASS J19103921+4328172, KIC 7742408, KOI-3478, WISE J191039.20+432817.1"
Kepler-1698,"4164922, 2MASS J19332279+3915281, KIC 4164922, KOI-3864, WISE J193322.80+391527.9"
Kepler-1699,"11244682, 2MASS J19283296+4855018, KIC 11244682, KOI-3933, WISE J192832.95+485501.8"
Kepler-169,"2MASS J19035997+4055095, KIC 5689351, KOI-505, WISE J190359.97+405509.7"
Kepler-16 (AB),
Kepler-1700,"9009953, 2MASS J19074793+4521137, KIC 9009953, KOI-4014, WISE J190747.92+452113.7"
Kepler-1701,"6428794, 2MASS J19062613+4153216, KIC 6428794, KOI-4054, WISE J190626.12+415321.5"
Kepler-1702,"8480582, 2MASS J18595340+4434031, KIC 8480582, KOI-4386, WISE J185953.39+443402.9"
Kepler-1705,KOI-4772
Kepler-170,"2MASS J18580508+4137465, KIC 6266741, KOI-508, WISE J185805.08+413746.6"
Kepler-171,"2MASS J19470525+4145199, KIC 6381846, KOI-509, WISE J194705.26+414520.2"
Kepler-172,"2MASS J18532841+4149186, KIC 6422155, KOI-510, WISE J185328.40+414919.0"
Kepler-173,"2MASS J19383520+4153027, KIC 6451936, KOI-511, WISE J193835.21+415302.8"
Kepler-174,"2MASS J19094540+4349555, KIC 8017703, KOI-518, WISE J190945.36+434955.3"
Kepler-175,"2MASS J19181278+4352342, KIC 8022244, KOI-519, WISE J191812.78+435234.0"
Kepler-176,"2MASS J19384031+4351117, KIC 8037145, KOI-520, WISE J193840.29+435111.5"
Kepler-177,"2MASS J19041131+4503115, KIC 8806123, KOI-523, WISE J190411.31+450311.5"
Kepler-178,"2MASS J19082426+4653473, KIC 9941859, KOI-528, WISE J190824.25+465347.1"
Kepler-1790,
Kepler-179,"2MASS J19543929+4745433, KIC 10554999, KOI-534, WISE J195439.27+474543.0"
Kepler-17,"2MASS J19533486+4748540, KIC 10619192, KOI-203, WISE J195334.86+474853.9"
Kepler-180,"2MASS J19421712+4946285, KIC 11669239, KOI-542, WISE J194217.10+494628.3"
Kepler-181,"2MASS J19443633+5005449, KIC 11823054, KOI-543, WISE J194436.31+500544.8"
Kepler-182,"2MASS J19191922+5035104, KIC 12058931, KOI-546, WISE J191919.23+503510.3"
Kepler-183,"2MASS J19340740+3918572, KIC 4270253, KOI-551, WISE J193407.39+391857.4"
Kepler-184,"2MASS J19274845+4304289, KIC 7445445, KOI-567, WISE J192748.45+430428.8"
Kepler-185,"2MASS J18495234+4353236, KIC 8008206, KOI-569, WISE J184952.35+435323.8"
Kepler-186,"2MASS J19543665+4357180, KIC 8120608, KOI-571, WISE J195436.65+435717.9"
Kepler-187,"2MASS J19591114+4405215, KIC 8193178, KOI-572, WISE J195911.15+440521.4"
Kepler-188,"2MASS J18450713+4418559, KIC 8344004, KOI-573, WISE J184507.13+441855.8"
Kepler-189,"2MASS J19101553+4418180, KIC 8355239, KOI-574, WISE J191015.51+441818.1"
Kepler-18,"2MASS J19521906+4444467, GSC 03149-02089, KIC 8644288, KOI-137, WISE J195219.06+444446.6"
Kepler-190,"2MASS J19142016+4444016, KIC 8616637, KOI-579, WISE J191420.15+444401.5"
Kepler-191,"2MASS J19244401+4519234, KIC 9020160, KOI-582, WISE J192444.01+451923.1"
Kepler-192,"2MASS J19114030+4535343, KIC 9146018, KOI-584, WISE J191140.31+453534.2"
Kepler-193,"2MASS J19455966+4634380, KIC 9782691, KOI-590, WISE J194559.65+463438.1"
Kepler-194,"2MASS J19275314+4751510, KIC 10600261, KOI-597, WISE J192753.14+475150.6"
Kepler-195,"2MASS J19122903+4758000, KIC 10656823, KOI-598"
2MASS J19181161+4009511,5003670
Kepler-196,"2MASS J18595244+4204451, KIC 6587002, KOI-612, WISE J185952.44+420444.9"
Kepler-197,"2MASS J19405434+5033323, KIC 12068975, KOI-623, Kepler-197 A, WISE J194054.30+503332.4"
Kepler-198,"2MASS J19224155+3841276, KIC 3541946, KOI-624, WISE J192241.55+384127.6"
Kepler-199,"2MASS J19421426+4014105, KIC 5113822, KOI-638, WISE J194214.22+401410.3"
Kepler-19,"2MASS J19214099+3751064, GSC 03134-01549, KIC 2571238, KOI-84, TYC 3134-01549-1, WISE J192141.02+375106.1"
Kepler-200,"2MASS J18573837+4114148, KIC 5941160, KOI-654, WISE J185738.37+411414.9"
Kepler-201,"2MASS J19343024+4116221, KIC 5966154, KOI-655, WISE J193430.25+411622.1"
Kepler-202,"2MASS J18515362+4119192, KIC 6020753, KOI-657, WISE J185153.62+411918.7"
Kepler-203,"2MASS J19482159+4123169, KIC 6062088, KOI-658, WISE J194821.58+412317.0"
Kepler-204,"2MASS J19012332+4145429, KIC 6347299, KOI-661, WISE J190123.31+414542.7"
Kepler-205,"2MASS J19010890+4151402, KIC 6425957, KOI-663, WISE J190108.83+415139.6"
Kepler-206,"2MASS J19263232+4150019, KIC 6442340, KOI-664, WISE J192632.31+415001.8"
Kepler-207,"2MASS J19200732+4209577, KIC 6685609, KOI-665, WISE J192007.32+420957.8"
Kepler-208,"2MASS J19353364+4231408, KIC 7040629, KOI-671, WISE J193533.64+423140.6"
Kepler-209,"2MASS J19244068+4238269, KIC 7115785, KOI-672, WISE J192440.67+423826.7"
Kepler-20,"2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0"
Kepler-210,"2MASS J19300081+4304593, KIC 7447200, KOI-676, WISE J193000.81+430459.5"
Kepler-211,"2MASS J19014539+4310065, KIC 7509886, KOI-678, WISE J190145.38+431006.6"
Kepler-212,"2MASS J19102900+4308300, KIC 7515212, KOI-679, WISE J191029.00+430829.9"
Kepler-213,"2MASS J19231780+4438498, KIC 8557374, KOI-692, WISE J192317.80+443850.1"
Kepler-214,"2MASS J18590116+4457217, KIC 8738735, KOI-693, WISE J185901.16+445721.7"
Kepler-215,"2MASS J19395364+4512492, KIC 8962094, KOI-700, WISE J193953.64+451249.2"
Kepler-216,"2MASS J19345473+4607449, KIC 9530945, KOI-708, WISE J193454.73+460744.8"
Kepler-217,"2MASS J19320905+4616390, KIC 9590976, KOI-710, WISE J193209.05+461639.1"
Kepler-218,"2MASS J19413907+4615592, KIC 9597345, KOI-711, WISE J194139.08+461559.6"
Kepler-219,"2MASS J19145735+4645452, KIC 9884104, KOI-718, WISE J191457.34+464545.2"
Kepler-21,"Kepler-21, 2MASS J19092683+3842505, BD+38 3455, HD 179070, HIP 94112, KIC 3632418, KOI-975, Kepler-21 A, SAO 67891, TYC 3120-00963-1, WISE J190926.86+384250.7"
Kepler-220,"2MASS J19260149+4653448, KIC 9950612, KOI-719, WISE J192601.46+465344.4"
Kepler-221,"2MASS J19463714+4650069, KIC 9963524, KOI-720, WISE J194637.14+465006.8"
Kepler-222,"2MASS J19113746+4656159, KIC 10002866, KOI-723, WISE J191137.46+465615.8"
Kepler-223,"2MASS J19531640+4716461, KIC 10227020, KOI-730, WISE J195316.39+471645.8"
Kepler-224,"2MASS J19234422+4721273, KIC 10271806, KOI-733, WISE J192344.22+472127.2"
Kepler-225,"2MASS J19284655+4727255, KIC 10340423, KOI-736, WISE J192846.55+472725.5"
Kepler-226,"2MASS J19293027+4752515, KIC 10601284, KOI-749, WISE J192930.26+475251.5"
Kepler-227,"2MASS J19274421+4808299, KIC 10797460, KOI-752, WISE J192744.21+480830.0"
Kepler-228,"2MASS J19450867+4813288, KIC 10872983, KOI-756, WISE J194508.65+481328.6"
Kepler-229,"2MASS J19075987+4822328, KIC 10910878, KOI-757, WISE J190759.88+482232.7"
Kepler-22,"2MASS J19165219+4753040, KIC 10593626, KOI-87, WISE J191652.14+475303.2"
Kepler-230,"2MASS J19025244+4830210, KIC 11018648, KOI-759, WISE J190252.45+483020.9"
Kepler-231,"2MASS J19355360+5031548, KIC 12066335, KOI-784, WISE J193553.61+503154.7"
Kepler-232,"2MASS J19431587+5107182, KIC 12366084, KOI-787, WISE J194315.87+510718.2"
Kepler-233,"2MASS J19452796+5119102, KIC 12470844, KOI-790, WISE J194527.95+511910.0"
Kepler-234,"2MASS J19263684+3829407, KIC 3342970, KOI-800, WISE J192636.84+382940.7"
Kepler-235,"2MASS J19041898+3916419, KIC 4139816, KOI-812, WISE J190418.97+391641.8"
Kepler-236,"2MASS J18552792+3953530, KIC 4725681, KOI-817, WISE J185527.93+395353.4"
Kepler-237,"2MASS J18525313+4025185, KIC 5252423, KOI-825, WISE J185253.12+402518.4"
Kepler-238,"2MASS J19113530+4038161, KIC 5436502, KOI-834, WISE J191135.30+403816.1"
Kepler-239,"2MASS J19364851+4039482, KIC 5456651, KOI-835, WISE J193648.48+403948.1"
Kepler-23,"2MASS J19365254+4928452, GSC 03564-01806, KIC 11512246, KOI-168, WISE J193652.53+492845.3"
Kepler-240,"2MASS J19243810+4045009, KIC 5531576, KOI-837, WISE J192438.10+404500.8"
Kepler-241,"2MASS J19313914+4103393, KIC 5794379, KOI-842, WISE J193139.14+410339.5"
Kepler-242,"2MASS J19061576+4148302, KIC 6428700, KOI-853, WISE J190615.76+414830.2"
Kepler-243,"2MASS J19002651+4202022, KIC 6587280, KOI-857, WISE J190026.50+420202.2"
Kepler-244,"2MASS J19085824+4218049, KIC 6849310, KOI-864, WISE J190858.22+421804.7"
Kepler-245,"2MASS J19263335+4226107, KIC 6948054, KOI-869, WISE J192633.32+422610.9"
Kepler-246,"2MASS J19455602+4239483, KIC 7134976, KOI-874, WISE J194556.01+423948.1"
Kepler-247,"2MASS J19143420+4302214, KIC 7434875, KOI-884, WISE J191434.21+430221.6"
Kepler-248,"2MASS J19321473+4334528, KIC 7825899, KOI-896, WISE J193214.73+433453.1"
Kepler-249,"2MASS J19475641+4339306, KIC 7907423, KOI-899, WISE J194756.45+433930.9"
Kepler-24,"2MASS J19213918+3820375, KIC 3231341, KOI-1102, WISE J192139.17+382037.3"
Kepler-250,"2MASS J19182274+4408310, KIC 8226994, KOI-906"
Kepler-251,"2MASS J19461589+4406211, KIC 8247638, KOI-907"
Kepler-252,"2MASS J19421904+4432454, KIC 8505670, KOI-912, WISE J194219.03+443245.3"
Kepler-253,"2MASS J19272207+4451291, KIC 8689373, KOI-921, WISE J192722.06+445129.2"
Kepler-254,"2MASS J19123952+4548594, KIC 9334289, KOI-934, WISE J191239.50+454859.2"
Kepler-255,"2MASS J19441541+4558366, KIC 9415172, KOI-938, WISE J194415.42+455836.4"
Kepler-256,"2MASS J19301930+4605506, KIC 9466668, KOI-939, WISE J193019.31+460550.5"
Kepler-257,"2MASS J19491583+4601237, KIC 9480189, KOI-941, WISE J194915.82+460123.8"
Kepler-258,"2MASS J19361643+4634455, KIC 9775938, KOI-951, WISE J193616.42+463444.9"
Kepler-259,"2MASS J19125086+4636540, KIC 9823457, KOI-954, WISE J191250.86+463654.1"
Kepler-25,"2MASS J19063321+3929164, GSC 03124-01264, KIC 4349452, KOI-244, Kepler-25 A, TYC 3124-01264-1, WISE J190633.20+392916.5"
Kepler-260,"2MASS J19274223+3800508, KIC 2854698, KOI-986, WISE J192742.22+380050.5"
Kepler-261,"2MASS J19252754+3736330, KIC 2302548, KOI-988, WISE J192527.54+373633.1"
Kepler-262,"2MASS J19225488+3715095, KIC 1718189, KOI-993, WISE J192254.89+371509.6"
Kepler-263,"2MASS J19295274+3734040, KIC 2165002, KOI-999, WISE J192952.76+373404.1"
Kepler-264,"2MASS J19281070+3722344, KIC 1871056, KOI-1001, WISE J192810.71+372234.3"
Kepler-265,"2MASS J19220251+4114413, KIC 5956342, KOI-1052, WISE J192202.50+411441.0"
Kepler-266,"2MASS J19375625+4410008, KIC 8240904, KOI-1070, WISE J193756.25+441001.0"
Kepler-267,"2MASS J19591929+4709268, KIC 10166274, KOI-1078, WISE J195919.32+470927.2"
Kepler-268,"2MASS J19275428+3803182, KIC 2854914, KOI-1113, WISE J192754.27+380318.1"
Kepler-269,"2MASS J19205164+4146334, KIC 6359320, KOI-1127, WISE J192051.63+414633.6"
Kepler-26,"2MASS J18594583+4633595, KIC 9757613, KOI-250, WISE J185945.85+463359.3"
Kepler-270,"2MASS J18484802+4425202, KIC 8410727, KOI-1148, WISE J184848.01+442520.2"
Kepler-271,"2MASS J18520071+4417032, KIC 8280511, KOI-1151, WISE J185200.70+441702.9"
Kepler-272,"2MASS J19563060+4735377, KIC 10426656, KOI-1161, WISE J195630.60+473537.8"
Kepler-273,"2MASS J19251253+4741519, KIC 10468940, KOI-1163, WISE J192512.51+474151.7"
Kepler-274,"2MASS J19314146+3828382, KIC 3348082, KOI-1196, WISE J193141.47+382838.0"
Kepler-275,"2MASS J19295513+3830537, KIC 3447722, KOI-1198, WISE J192955.13+383053.5"
Kepler-276,"2MASS J19341635+3902107, KIC 3962243, KOI-1203, WISE J193416.36+390210.7"
Kepler-277,"2MASS J19061996+3904379, KIC 3939150, KOI-1215, WISE J190619.97+390438.1"
Kepler-278,"2MASS J19202572+3842080, KIC 3640905, KOI-1221, WISE J192025.73+384208.1"
Kepler-279,"2MASS J19093389+4211414, KIC 6677841, KOI-1236, WISE J190933.89+421141.3"
Kepler-27,"2MASS J19285682+4105091, KIC 5792202, KOI-841, WISE J192856.85+410509.3"
Kepler-280,"2MASS J19253372+4210501, KIC 6690082, KOI-1240, WISE J192533.72+421049.8"
Kepler-281,"2MASS J19362596+4446145, KIC 8630788, KOI-1258, WISE J193625.95+444614.3"
Kepler-282,"2MASS J18584254+4447516, KIC 8609450, KOI-1278, WISE J185842.53+444751.5"
Kepler-283,"2MASS J19342729+4750204, KIC 10604335, KOI-1298, WISE J193427.29+475020.2"
Kepler-284,"2MASS J19323515+4743467, KIC 10538176, KOI-1301, WISE J193235.15+474347.0"
Kepler-285,"2MASS J19253381+4803561, KIC 10730034, KOI-1305, WISE J192533.80+480356.0"
Kepler-286,"2MASS J19224227+4817394, KIC 10858691, KOI-1306, WISE J192242.28+481739.2"
Kepler-287,"2MASS J19234258+4826367, KIC 10973814, KOI-1307, WISE J192342.58+482636.5"
Kepler-288,"2MASS J19153994+3935409, KIC 4455231, KOI-1332, WISE J191539.95+393541.0"
Kepler-289,"PH3, 2MASS J19495168+4252582, KIC 7303287, KOI-1353, WISE J194951.68+425258.2"
Kepler-28,"2MASS J19283288+4225459, KIC 6949607, KOI-870, WISE J192832.88+422546.0"
Kepler-290,"2MASS J19053839+4240535, KIC 7102227, KOI-1360, WISE J190538.40+424053.4"
Kepler-291,"2MASS J19113992+4226142, KIC 6936909, KOI-1363, WISE J191139.91+422614.2"
Kepler-292,"2MASS J19430387+4225274, KIC 6962977, KOI-1364, WISE J194303.88+422527.3"
Kepler-293,"2MASS J19052593+4224234, KIC 6932987, KOI-1366, WISE J190525.94+422423.2"
Kepler-294,"2MASS J19093408+4603335, KIC 9455556, KOI-1396, WISE J190934.08+460333.3"
Kepler-295,"2MASS J19012300+4522040, KIC 9006449, KOI-1413, WISE J190123.00+452203.9"
Kepler-296,"Kepler-296, 2MASS J19060960+4926143, KIC 11497958, KOI-1422, Kepler-296 A, WISE J190609.59+492614.2"
Kepler-297,"2MASS J18525019+4846395, KIC 11122894, KOI-1426, WISE J185250.19+484639.5"
Kepler-298,"2MASS J18520955+4849312, KIC 11176127, KOI-1430, WISE J185209.55+484931.2"
Kepler-299,"2MASS J18524967+4834498, KIC 11014932, KOI-1432, WISE J185249.67+483449.8"
Kepler-29,"2MASS J19532359+4729284, KIC 10358759, KOI-738, WISE J195323.60+472928.3"
Kepler-300,"2MASS J19410928+4835589, KIC 11037335, KOI-1435, WISE J194109.28+483558.8"
Kepler-301,"2MASS J18555591+4913587, KIC 11389771, KOI-1436, WISE J185555.89+491358.6"
Kepler-302,"2MASS J19371607+4337456, KIC 7898352, KOI-1486, WISE J193716.06+433745.3"
Kepler-303,"2MASS J18523251+4339253, KIC 7871954, KOI-1515, WISE J185232.51+433924.5"
Kepler-304,"2MASS J19374602+4033273, KIC 5371776, KOI-1557, WISE J193746.01+403327.4"
Kepler-305,"2MASS J19565383+4020354, KIC 5219234, KOI-1563, WISE J195653.83+402035.4"
Kepler-306,"2MASS J19140928+4036581, KIC 5438099, KOI-1567, WISE J191409.29+403657.9"
Kepler-307,"2MASS J19511083+4025037, KIC 5299459, KOI-1576, WISE J195110.82+402503.6"
Kepler-308,"2MASS J19430843+4026223, KIC 5289854, KOI-1593, WISE J194308.53+402622.5"
Kepler-309,"2MASS J19500236+4657405, KIC 10027323, KOI-1596, WISE J195002.39+465740.8"
Kepler-30,"2MASS J19010807+3856502, KIC 3832474, KOI-806, WISE J190108.08+385650.1"
Kepler-310,"2MASS J19152144+4659122, KIC 10004738, KOI-1598, WISE J191521.43+465912.3"
Kepler-311,"2MASS J18481470+4705077, KIC 10055126, KOI-1608, WISE J184814.70+470507.8"
Kepler-312,"2MASS J19533498+4227351, KIC 6975129, KOI-1628, WISE J195334.98+422735.1"
Kepler-313,"2MASS J19531078+4846316, KIC 11153121, KOI-1647, WISE J195310.79+484631.3"
Kepler-314,"2MASS J19384178+4204321, KIC 6616218, KOI-1692, WISE J193841.79+420432.1"
Kepler-315,"2MASS J19520554+4321486, KIC 7703955, KOI-1707, WISE J195205.53+432148.5"
Kepler-316,"2MASS J19231824+4411027, KIC 8230616, KOI-1713, WISE J192318.21+441102.2"
Kepler-317,"2MASS J19394653+3901554, KIC 3967760, KOI-1760, WISE J193946.53+390155.3"
Kepler-318,"2MASS J19535587+4647370, KIC 9909735, KOI-1779, WISE J195355.88+464737.1"
Kepler-319,"2MASS J19151486+3946143, KIC 4644952, KOI-1805, WISE J191514.86+394614.3"
Kepler-31,"2MASS J19360552+4551110, KIC 9347899, KOI-935, WISE J193605.51+455111.0"
Kepler-320,"2MASS J19325125+4610304, KIC 9529744, KOI-1806, WISE J193251.23+461030.4"
Kepler-321,"2MASS J19374888+4408447, KIC 8240797, KOI-1809, WISE J193748.89+440844.8"
Kepler-322,"2MASS J18452371+4417428, KIC 8277797, KOI-1820, WISE J184523.70+441742.8"
Kepler-323,"2MASS J19253173+3807388, KIC 2989404, KOI-1824, WISE J192531.74+380738.9"
Kepler-324,"2MASS J19055315+4938564, KIC 11601584, KOI-1831, WISE J190553.14+493856.6"
Kepler-325,"2MASS J19192050+4949322, KIC 11709244, KOI-1832, WISE J191920.49+494932.1"
Kepler-326,"2MASS J19371813+4600081, KIC 9471268, KOI-1835, WISE J193718.14+460007.9"
Kepler-327,"2MASS J19303416+4405156, KIC 8167996, KOI-1867, WISE J193034.15+440515.5"
Kepler-328,"2MASS J19431423+4000306, KIC 4939346, KOI-1873, WISE J194314.22+400030.6"
Kepler-329,"2MASS J19570433+4513387, KIC 8978528, KOI-1874, WISE J195704.35+451338.5"
Kepler-32,"2MASS J19512217+4634273, KIC 9787239, KOI-952, WISE J195122.14+463427.5"
Kepler-330,"2MASS J19134737+4448060, KIC 8680979, KOI-1891, WISE J191347.37+444806.1"
Kepler-331,"2MASS J19272023+3918264, KIC 4263293, KOI-1895, WISE J192720.24+391826.4"
Kepler-332,"2MASS J19063911+4724493, KIC 10328393, KOI-1905, WISE J190639.09+472448.8"
Kepler-333,"Kepler-333, 2MASS J19290865+4054489, KIC 5706966, KOI-1908, Kepler-333 A, WISE J192908.64+405448.8"
Kepler-334,"2MASS J19083376+4706547, KIC 10130039, KOI-1909, WISE J190833.75+470654.4"
Kepler-335,"2MASS J19441543+4525430, KIC 9101496, KOI-1915, WISE J194415.43+452542.9"
Kepler-336,"2MASS J19205703+4119529, KIC 6037581, KOI-1916, WISE J192057.02+411952.8"
Kepler-337,"2MASS J19201451+4709502, KIC 10136549, KOI-1929, WISE J192014.52+470950.0"
Kepler-338,"2MASS J18515494+4047036, KIC 5511081, KOI-1930, WISE J185154.96+404703.8"
Kepler-339,"2MASS J19332441+4826407, KIC 10978763, KOI-1931, WISE J193324.41+482640.6"
Kepler-33,"2MASS J19161861+4600187, GSC 03542-01616, KIC 9458613, KOI-707, WISE J191618.60+460018.7"
Kepler-340,"2MASS J19434403+4018020, KIC 5202905, KOI-1932, WISE J194344.02+401802.0"
Kepler-341,"2MASS J19192677+4328219, KIC 7747425, KOI-1952, WISE J191926.78+432821.8"
Kepler-342,"2MASS J19304273+4643361, KIC 9892816, KOI-1955, WISE J193042.73+464336.1"
Kepler-343,"2MASS J19275056+4225588, KIC 6949061, KOI-1960, WISE J192750.55+422558.6"
Kepler-344,"2MASS J19295991+4619278, KIC 9650808, KOI-1970, WISE J192959.90+461927.7"
Kepler-345,"2MASS J19405491+4558156, KIC 9412760, KOI-1977, WISE J194054.91+455815.6"
Kepler-346,"2MASS J19120285+4607033, KIC 9518318, KOI-1978, WISE J191202.86+460703.3"
Kepler-347,"2MASS J19164790+4918205, KIC 11450414, KOI-1992, WISE J191647.89+491820.4"
Kepler-348,"2MASS J19490121+4032541, KIC 5384079, KOI-2011, WISE J194901.21+403254.1"
Kepler-349,"2MASS J19344235+4436560, KIC 8564674, KOI-2022, WISE J193442.37+443656.2"
Kepler-34 (AB),
Kepler-350,"2MASS J19014070+3942219, KIC 4636578, KOI-2025, WISE J190140.70+394221.8"
Kepler-351,"2MASS J19054864+4239283, KIC 7102316, KOI-2028, WISE J190548.68+423928.0"
Kepler-352,"2MASS J19593516+4603071, KIC 9489524, KOI-2029, WISE J195935.18+460306.9"
Kepler-353,"2MASS J19472559+4145294, KIC 6382217, KOI-2036, Kepler-353 A, WISE J194725.58+414529.1"
Kepler-354,"2MASS J19030034+4120083, KIC 6026438, KOI-2045, WISE J190300.36+412008.3"
Kepler-355,"2MASS J19031186+4248424, KIC 7265298, KOI-2051, WISE J190311.87+424842.4"
Kepler-356,"2MASS J19294105+3740581, KIC 2307415, KOI-2053, WISE J192941.06+374058.0"
Kepler-357,"2MASS J19245834+4400313, KIC 8164257, KOI-2073, WISE J192458.31+440031.2"
Kepler-358,"2MASS J19325525+4816529, KIC 10864531, KOI-2080, WISE J193255.25+481652.2"
Kepler-359,"2MASS J19331047+4211468, KIC 6696580, KOI-2092, WISE J193310.47+421146.8"
Kepler-35 (AB),
Kepler-360,"2MASS J19050833+4446535, KIC 8612275, KOI-2111, WISE J190508.33+444653.7"
Kepler-361,"2MASS J19471282+4644281, KIC 9904006, KOI-2135, WISE J194712.82+464428.0"
Kepler-362,"2MASS J19270519+4731476, KIC 10404582, KOI-2147, WISE J192705.18+473147.7"
Kepler-363,"2MASS J18524609+4118194, KIC 6021193, KOI-2148, WISE J185246.09+411819.4"
Kepler-364,"2MASS J18461678+4723553, KIC 10253547, KOI-2153, WISE J184616.79+472355.1"
Kepler-365,"2MASS J19423038+4907495, KIC 11358389, KOI-2163, WISE J194230.38+490749.5"
Kepler-366,"2MASS J19472449+4905040, KIC 11308499, KOI-2168, WISE J194724.48+490504.0"
Kepler-367,"2MASS J19491018+4958538, KIC 11774991, KOI-2173, WISE J194910.20+495854.1"
Kepler-368,"2MASS J19273121+4523165, KIC 9022166, KOI-2175, WISE J192731.20+452316.3"
